STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,quantile,Quantile,coicop,Classification of individual consumption by purpose (COICOP),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ES,Spain,2010,,53,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ES,Spain,2015,,47,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ES,Spain,2020,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU15,European Union - 15 countries (1995-2004),1994,,85.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU15,European Union - 15 countries (1995-2004),1999,,92.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU15,European Union - 15 countries (1995-2004),2005,,80,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU15,European Union - 15 countries (1995-2004),2010,,87,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU25,European Union - 25 countries (2004-2006),2005,,76,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU25,European Union - 25 countries (2004-2006),2010,,82,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU27_2007,European Union - 27 countries (2007-2013),2005,,73,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU27_2007,European Union - 27 countries (2007-2013),2010,,78,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU27_2020,European Union - 27 countries (from 2020),2015,,65,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EU27_2020,European Union - 27 countries (from 2020),2020,,60,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FI,Finland,1994,,98.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FI,Finland,1999,,97.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FI,Finland,2005,,102,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FI,Finland,2010,,94,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FI,Finland,2015,,81,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FI,Finland,2020,,65,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FR,France,1988,,64.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FR,France,1994,,67,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FR,France,1999,,66.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FR,France,2005,,59,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FR,France,2010,,65,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FR,France,2015,,66,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,FR,France,2020,,66,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,HR,Croatia,2005,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,HR,Croatia,2010,,34,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,HR,Croatia,2015,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,HR,Croatia,2020,,34,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,HU,Hungary,2005,,65,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,HU,Hungary,2010,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,HU,Hungary,2015,,36,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,HU,Hungary,2020,,27,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IE,Ireland,1994,,83.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IE,Ireland,1999,,90.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IE,Ireland,2005,,88,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IE,Ireland,2010,,85,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IE,Ireland,2015,,78,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IE,Ireland,2020,,62,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IT,Italy,1988,,57.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IT,Italy,1994,,67,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IT,Italy,1999,,55.9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,IT,Italy,2005,,41,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LT,Lithuania,2005,,30,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LT,Lithuania,2010,,34,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LT,Lithuania,2015,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LT,Lithuania,2020,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LU,Luxembourg,1988,,74.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LU,Luxembourg,1994,,101.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LU,Luxembourg,1999,,80.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LU,Luxembourg,2005,,67,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LU,Luxembourg,2015,,61,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LU,Luxembourg,2020,,49,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LV,Latvia,2005,,52,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LV,Latvia,2010,,56,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LV,Latvia,2015,,56,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,LV,Latvia,2020,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ME,Montenegro,2010,,26,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ME,Montenegro,2015,,23,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ME,Montenegro,2020,,9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,MK,North Macedonia,2005,,34,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,MK,North Macedonia,2010,,13,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,MK,North Macedonia,2015,,24,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,MT,Malta,2005,,93,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,MT,Malta,2010,,76,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,MT,Malta,2015,,68,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,MT,Malta,2020,,68,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NL,Netherlands,1988,,93.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NL,Netherlands,1994,,90.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NL,Netherlands,1999,,94.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NL,Netherlands,2005,,92,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NL,Netherlands,2010,,89,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NL,Netherlands,2015,,75,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NL,Netherlands,2020,,63,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NO,Norway,2005,,123,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,NO,Norway,2010,,121,,,,,
